orden_id;order_item_id;producto_id;vendedor_id;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor
31143PC57A;A;PC57;VE2715;24.73;44.0;11001;Bogota d.c.;Bogota d.c.
64604PC93B;B;PC93;VE1211;395.52;12.39;52405;Leiva;Nariño
70546PH16A;A;PH16;VE3939;4.4;4.64;68001;Bucaramanga;Santander
106406PB40A;A;PB40;VE9449;25.71;3.03;94001;Inirida;Guainia
1954PH62A;A;PH62;VE1019;221.7;30.82;19001;Popayan;Cauca
71605PR32A;A;PR32;VE4489;52.89;3.88;52490;Olaya herrera;Nariño
86481PG29A;A;PG29;VE3877;29.81;5.84;52051;Arboleda;Nariño
97065PD23A;A;PD23;VE7623;165.52;38.42;19001;Popayan;Cauca
87910PO22A;A;PO22;VE6406;5.67;55.15;97001;Mitu;Vaupes
36182PT95A;A;PT95;VE6646;39.31;26.67;95001;San jose del guaviare;Guaviare
63256PI55A;A;PI55;VE5738;371.51;3.87;52083;Belen;Nariño
15994PN13A;A;PN13;VE2821;228.83;3.68;17001;Manizales;Caldas
87432PF19A;A;PF19;VE4242;94.15;27.9;52480;Nariño;Nariño
59732PQ53A;A;PQ53;VE4365;127.27;41.7;50683;San juan de arama;Meta
101729PJ29A;A;PJ29;VE6535;115.79;5.42;73001;Ibague;Tolima
19545PO22B;B;PO22;VE3215;82.59;6.3;50001;Villavicencio;Meta
24014PD11A;A;PD11;VE2770;46.1;8.03;52323;Gualmatan;Nariño
48702PJ29A;A;PJ29;VE7671;238.21;58.33;50001;Villavicencio;Meta
7005PH13A;A;PH13;VE3199;56.71;35.24;52565;Providencia;Nariño
331PK97A;A;PK97;VE3342;81.42;22.73;50006;Acacias;Meta
111566PG62A;A;PG62;VE9159;81.58;4.08;52210;Contadero;Nariño
15749PR41A;A;PR41;VE9864;182.75;1.28;5001;Medellin;Antioquia
83485PK76A;A;PK76;VE4829;0.28;6.59;52480;Nariño;Nariño
40625PK88A;A;PK88;VE3939;227.6;3.82;76001;Cali;Valle del cauca
50129PT13A;A;PT13;VE3482;239.08;37.01;27001;Quibdo;Choco
71161PS50A;A;PS50;VE6107;13.6;2.21;52565;Providencia;Nariño
86776PL27A;A;PL27;VE9159;278.41;19.75;23001;Monteria;Cordoba
73693PB45A;A;PB45;VE2285;46.28;4.7;52051;Arboleda;Nariño
14988PG69A;A;PG69;VE2456;204.49;70.81;11001;Bogota d.c.;Bogota d.c.
83301PK30A;A;PK30;VE3880;231.72;0.35;50683;San juan de arama;Meta
4025PK25A;A;PK25;VE6495;149.69;3.59;52565;Providencia;Nariño
111393PP71A;A;PP71;VE2456;88.54;0.94;86001;Mocoa;Putumayo
21748PN25A;A;PN25;VE8568;8.7;0.73;11001;Bogota d.c.;Bogota d.c.
32559PM18A;A;PM18;VE8467;6.21;28.75;88001;San andres;San andres
38880PS52A;A;PS52;VE6406;324.27;0.89;19001;Popayan;Cauca
16107PD38A;A;PD38;VE8455;222.05;35.62;76001;Cali;Valle del cauca
97671PN48A;A;PN48;VE3215;28.55;19.79;52378;La cruz;Nariño
5269PS92B;B;PS92;VE8325;119.35;12.07;52323;Gualmatan;Nariño
30821PJ87A;A;PJ87;VE3549;10.4;15.74;19001;Popayan;Cauca
92725PD27B;B;PD27;VE4242;214.36;4.33;52323;Gualmatan;Nariño
8007PA86B;B;PA86;VE8486;91.96;9.18;52356;Ipiales;Nariño
50316PB73A;A;PB73;VE3276;33.89;20.88;97001;Mitu;Vaupes
45002PJ59E;E;PJ59;VE8695;166.16;0.94;85001;Yopal;Casanare
31717PD49A;A;PD49;VE4436;182.62;15.73;8001;Barranquilla;Atlantico
11726PB70A;A;PB70;VE7888;143.48;17.4;97001;Mitu;Vaupes
8199PM60A;A;PM60;VE3166;31.6;5.73;52210;Contadero;Nariño
30350PS94A;A;PS94;VE1309;153.0;70.42;52323;Gualmatan;Nariño
14914PN74A;A;PN74;VE4002;1.16;76.97;13006;Achi;Bolivar
22477PR12A;A;PR12;VE9864;175.33;11.09;52427;Magui;Nariño
35910PE94A;A;PE94;VE3276;18.29;26.23;66001;Pereira;Risaralda
12213PJ91A;A;PJ91;VE1558;138.14;4.82;52354;Imues;Nariño
89900PI79A;A;PI79;VE5090;229.74;30.38;52473;Mosquera;Nariño
89642PL37A;A;PL37;VE3797;191.27;7.88;52418;Los andes;Nariño
77315PJ80A;A;PJ80;VE3199;217.5;24.09;66001;Pereira;Risaralda
46499PC16A;A;PC16;VE6406;10.07;21.92;81001;Arauca;Arauca
108101PA37A;A;PA37;VE7211;138.91;13.47;13001;Cartagena;Bolivar
106250PP65A;A;PP65;VE2740;180.66;3.08;95001;San jose del guaviare;Guaviare
72122PF34A;A;PF34;VE7125;7.99;51.5;52480;Nariño;Nariño
61122PK84A;A;PK84;VE7495;70.65;3.03;52405;Leiva;Nariño
17890PJ41A;A;PJ41;VE6422;35.78;6.39;52210;Contadero;Nariño
13722PL38A;A;PL38;VE8455;87.04;30.07;50686;San juanito;Meta
41478PO55A;A;PO55;VE9170;59.2;18.85;18001;Florencia;Caqueta
29713PR44A;A;PR44;VE7125;18.01;4.61;5001;Medellin;Antioquia
56545PI67B;B;PI67;VE3215;300.96;60.26;52480;Nariño;Nariño
58627PR63A;A;PR63;VE1988;161.53;3.62;20001;Valledupar;Cesar
36991PO55A;A;PO55;VE8695;40.5;17.83;52560;Potosi;Nariño
43849PR21A;A;PR21;VE7885;91.05;31.54;52411;Linares;Nariño
25774PO45A;A;PO45;VE6936;27.68;0.15;5002;Abejorral;Antioquia
84386PA34A;A;PA34;VE2770;209.14;10.04;52480;Nariño;Nariño
65811PT61A;A;PT61;VE8699;389.1;40.11;50006;Acacias;Meta
63309PJ92A;A;PJ92;VE3159;193.58;14.59;52565;Providencia;Nariño
88348PS13A;A;PS13;VE8511;37.47;1.86;17001;Manizales;Caldas
79895PR69A;A;PR69;VE9912;54.29;55.31;50006;Acacias;Meta
16914PT57A;A;PT57;VE9769;49.19;12.15;23001;Monteria;Cordoba
45220PS27A;A;PS27;VE7888;107.43;11.51;18001;Florencia;Caqueta
38418PR10A;A;PR10;VE3858;97.37;5.91;97001;Mitu;Vaupes
28418PJ27A;A;PJ27;VE9609;308.98;16.18;54001;Cucuta;Norte de santander
48314PN68A;A;PN68;VE1125;205.82;10.07;76001;Cali;Valle del cauca
45811PR16A;A;PR16;VE5192;50.33;77.09;52405;Leiva;Nariño
28695PL91B;B;PL91;VE4580;287.38;53.41;52001;Pasto;Nariño
52995PB23A;A;PB23;VE7885;39.26;22.53;85001;Yopal;Casanare
67964PN88A;A;PN88;VE7671;19.88;8.43;68001;Bucaramanga;Santander
100347PA80A;A;PA80;VE4813;19.56;36.94;52378;La cruz;Nariño
101909PD21A;A;PD21;VE5109;2.59;12.95;52203;Colon;Nariño
71051PO71A;A;PO71;VE9159;303.32;7.33;52079;Barbacoas;Nariño
79884PS55A;A;PS55;VE7926;131.03;21.64;99001;Puerto carreño;Vichada
98481PC22A;A;PC22;VE8511;145.8;10.43;52381;La florida;Nariño
13755PL72A;A;PL72;VE7211;38.08;18.6;52399;La union;Nariño
1665PK80A;A;PK80;VE8903;28.88;33.75;52381;La florida;Nariño
21582PP81A;A;PP81;VE2887;77.22;0.91;52565;Providencia;Nariño
108153PE33A;A;PE33;VE5068;147.48;25.47;50006;Acacias;Meta
81416PK58B;B;PK58;VE5422;148.76;28.66;52378;La cruz;Nariño
81954PO73A;A;PO73;VE5473;20.21;45.34;66001;Pereira;Risaralda
16703PG96A;A;PG96;VE6971;236.67;4.15;68001;Bucaramanga;Santander
5759PR91B;B;PR91;VE2302;311.99;22.41;94001;Inirida;Guainia
55561PB36A;A;PB36;VE2941;2.91;1.98;5001;Medellin;Antioquia
40300PM26A;A;PM26;VE2941;119.47;3.43;81001;Arauca;Arauca
50485PA78A;A;PA78;VE3927;14.86;2.85;85001;Yopal;Casanare
89085PS98A;A;PS98;VE3877;70.53;3.1;66001;Pereira;Risaralda
32353PK34A;A;PK34;VE2992;5.56;3.49;52418;Los andes;Nariño
86464PF18A;A;PF18;VE9912;252.95;9.34;54001;Cucuta;Norte de santander
74041PO15A;A;PO15;VE3607;16.74;0.79;50001;Villavicencio;Meta
100712PC80A;A;PC80;VE2012;5.12;40.94;52210;Contadero;Nariño
110278PM15B;B;PM15;VE2456;26.29;22.38;52473;Mosquera;Nariño
6118PD84A;A;PD84;VE5068;29.44;0.27;11001;Bogota d.c.;Bogota d.c.
49871PF98B;B;PF98;VE6060;34.77;48.03;91001;Leticia;Amazonas
94009PO52A;A;PO52;VE5192;34.02;3.36;54001;Cucuta;Norte de santander
31240PK96A;A;PK96;VE5681;28.1;47.04;52203;Colon;Nariño
35944PL85A;A;PL85;VE3877;54.39;19.01;8001;Barranquilla;Atlantico
106520PG45A;A;PG45;VE7281;31.05;31.4;73001;Ibague;Tolima
75261PF33A;A;PF33;VE2285;90.29;1.95;85001;Yopal;Casanare
105739PN59A;A;PN59;VE4179;42.55;9.38;27001;Quibdo;Choco
103024PG43A;A;PG43;VE9434;6.3;5.35;52399;La union;Nariño
88533PS10A;A;PS10;VE2302;141.28;0.96;76001;Cali;Valle del cauca
66160PT70A;A;PT70;VE3939;160.2;1.16;52418;Los andes;Nariño
102317PG48A;A;PG48;VE4829;227.94;43.96;52565;Providencia;Nariño
27028PM60A;A;PM60;VE7888;110.02;23.51;17001;Manizales;Caldas
94537PB31A;A;PB31;VE6294;0.54;0.42;54003;Abrego;Norte de santander
26512PF87A;A;PF87;VE8511;228.33;30.4;11001;Bogota d.c.;Bogota d.c.
69212PC10A;A;PC10;VE3276;30.68;16.88;50686;San juanito;Meta
9640PT11A;A;PT11;VE3276;69.86;11.2;23001;Monteria;Cordoba
79947PC74A;A;PC74;VE1175;16.99;9.44;97001;Mitu;Vaupes
43587PE40A;A;PE40;VE3607;99.37;0.77;52560;Potosi;Nariño
33779PP44A;A;PP44;VE2302;67.43;3.8;13006;Achi;Bolivar
88964PA40A;A;PA40;VE7281;225.18;4.88;85001;Yopal;Casanare
48799PK14A;A;PK14;VE3199;13.73;18.49;76001;Cali;Valle del cauca
76667PG24A;A;PG24;VE8925;12.43;28.75;50686;San juanito;Meta
93805PR75A;A;PR75;VE4813;154.88;1.49;13006;Achi;Bolivar
96435PP49A;A;PP49;VE6668;10.38;12.91;52323;Gualmatan;Nariño
36746PL15A;A;PL15;VE3791;42.08;26.29;50006;Acacias;Meta
24921PJ32A;A;PJ32;VE6646;104.39;21.82;88001;San andres;San andres
64702PP40A;A;PP40;VE7066;63.3;13.38;50001;Villavicencio;Meta
104054PA17A;A;PA17;VE4580;100.38;11.57;52385;La llanada;Nariño
17045PK92A;A;PK92;VE1204;19.65;13.01;52323;Gualmatan;Nariño
9628PF72A;A;PF72;VE1492;212.91;0.97;97001;Mitu;Vaupes
26418PA82A;A;PA82;VE4454;186.17;70.66;17001;Manizales;Caldas
28744PH13B;B;PH13;VE6106;204.09;17.12;20001;Valledupar;Cesar
25200PA59A;A;PA59;VE3939;347.36;34.74;50001;Villavicencio;Meta
33385PD76A;A;PD76;VE4481;0.12;71.6;52203;Colon;Nariño
38101PQ95A;A;PQ95;VE3215;190.77;19.58;85001;Yopal;Casanare
74569PT25A;A;PT25;VE7281;152.12;20.01;23001;Monteria;Cordoba
26062PE14A;A;PE14;VE4580;169.24;3.47;52427;Magui;Nariño
14141PQ62A;A;PQ62;VE7066;82.3;17.16;52480;Nariño;Nariño
23283PM76A;A;PM76;VE6781;198.9;13.11;52565;Providencia;Nariño
66723PT65A;A;PT65;VE8895;248.16;36.68;50001;Villavicencio;Meta
97112PE89A;A;PE89;VE6106;355.17;26.24;52323;Gualmatan;Nariño
78179PL88A;A;PL88;VE4502;67.65;25.16;52356;Ipiales;Nariño
90286PJ97A;A;PJ97;VE7147;20.77;29.45;70001;Sincelejo;Sucre
12288PE51A;A;PE51;VE5049;102.71;8.65;50683;San juan de arama;Meta
17198PS57A;A;PS57;VE6060;80.64;1.93;52323;Gualmatan;Nariño
60580PF81A;A;PF81;VE6422;9.7;6.24;66001;Pereira;Risaralda
12322PP86A;A;PP86;VE1266;59.43;6.28;52411;Linares;Nariño
86087PJ62C;C;PJ62;VE5090;261.86;0.44;52427;Magui;Nariño
5773PM96A;A;PM96;VE4454;53.62;13.13;52083;Belen;Nariño
85541PF31A;A;PF31;VE6060;11.79;10.56;54001;Cucuta;Norte de santander
21769PQ29A;A;PQ29;VE5422;12.77;0.99;52381;La florida;Nariño
71216PT76A;A;PT76;VE7623;16.18;32.15;17001;Manizales;Caldas
32898PT36A;A;PT36;VE6060;17.84;3.54;52051;Arboleda;Nariño
59493PR89A;A;PR89;VE3927;119.35;3.99;52079;Barbacoas;Nariño
44507PL45A;A;PL45;VE7204;10.06;13.16;50001;Villavicencio;Meta
64374PC45A;A;PC45;VE5109;51.74;13.01;23001;Monteria;Cordoba
51559PA87B;B;PA87;VE7882;234.79;4.67;8001;Barranquilla;Atlantico
22379PQ40A;A;PQ40;VE9623;124.52;34.78;52411;Linares;Nariño
22882PE61A;A;PE61;VE1504;107.56;93.31;54003;Abrego;Norte de santander
67387PH99A;A;PH99;VE1175;501.48;87.45;25001;Agua de dios;Cundinamarca
96537PM60A;A;PM60;VE8975;248.38;1.18;5002;Abejorral;Antioquia
3665PI88A;A;PI88;VE7211;50.1;5.62;50001;Villavicencio;Meta
67037PL94A;A;PL94;VE9713;34.02;8.18;52210;Contadero;Nariño
57410PP84A;A;PP84;VE5229;135.07;60.83;52473;Mosquera;Nariño
34797PC41A;A;PC41;VE3979;217.18;11.89;52001;Pasto;Nariño
4881PM69A;A;PM69;VE4454;114.65;12.99;50686;San juanito;Meta
5230PF35B;B;PF35;VE7211;36.92;8.45;54003;Abrego;Norte de santander
108218PL15B;B;PL15;VE3743;24.1;27.31;52565;Providencia;Nariño
81631PI40A;A;PI40;VE6777;62.81;21.55;52565;Providencia;Nariño
95835PQ69A;A;PQ69;VE4937;63.29;43.58;52399;La union;Nariño
102581PO68A;A;PO68;VE6646;278.42;60.32;52560;Potosi;Nariño
85810PM99A;A;PM99;VE3880;110.74;4.6;52473;Mosquera;Nariño
91214PC84A;A;PC84;VE6180;67.38;0.46;50683;San juan de arama;Meta
26305PS79A;A;PS79;VE8338;24.23;5.14;95001;San jose del guaviare;Guaviare
85025PI63A;A;PI63;VE2980;64.96;17.87;52203;Colon;Nariño
15826PN86A;A;PN86;VE2738;85.85;16.88;19001;Popayan;Cauca
100439PQ23A;A;PQ23;VE8544;52.3;6.98;52323;Gualmatan;Nariño
43462PJ80A;A;PJ80;VE3215;35.92;7.22;52480;Nariño;Nariño
28398PP77A;A;PP77;VE9946;37.69;8.85;52323;Gualmatan;Nariño
78554PB94A;A;PB94;VE3062;66.1;48.81;52323;Gualmatan;Nariño
54679PN61A;A;PN61;VE2821;101.58;7.92;50001;Villavicencio;Meta
104543PQ72B;B;PQ72;VE9170;111.31;30.48;52051;Arboleda;Nariño
84385PQ96A;A;PQ96;VE7281;97.75;17.29;76001;Cali;Valle del cauca
58849PL81A;A;PL81;VE5229;112.75;67.84;11001;Bogota d.c.;Bogota d.c.
6578PI51A;A;PI51;VE4454;172.76;29.36;54003;Abrego;Norte de santander
4544PD17B;B;PD17;VE5926;255.13;35.79;52203;Colon;Nariño
68767PK77A;A;PK77;VE3939;31.54;9.36;52427;Magui;Nariño
38536PQ39A;A;PQ39;VE4436;160.69;6.46;54001;Cucuta;Norte de santander
58321PJ29A;A;PJ29;VE4937;5.07;31.49;52560;Potosi;Nariño
8763PL57A;A;PL57;VE9555;267.3;10.02;5001;Medellin;Antioquia
57854PL56B;B;PL56;VE8613;23.28;13.14;52480;Nariño;Nariño
75610PJ46A;A;PJ46;VE1175;113.46;75.88;52051;Arboleda;Nariño
74913PF94A;A;PF94;VE2129;168.44;1.99;52480;Nariño;Nariño
101739PN88A;A;PN88;VE9449;60.1;4.9;52210;Contadero;Nariño
75240PO36A;A;PO36;VE2926;6.01;1.78;85001;Yopal;Casanare
21104PK71A;A;PK71;VE7503;151.87;5.78;52323;Gualmatan;Nariño
87030PI67A;A;PI67;VE4002;214.12;58.58;52323;Gualmatan;Nariño
82977PF40A;A;PF40;VE3062;48.09;20.55;52083;Belen;Nariño
56048PC48A;A;PC48;VE6646;468.51;32.85;63001;Armenia;Quindio
82400PM18A;A;PM18;VE1033;136.12;42.61;94001;Inirida;Guainia
61410PC24A;A;PC24;VE2305;232.65;18.95;50683;San juan de arama;Meta
97072PR55A;A;PR55;VE3979;178.37;20.63;52210;Contadero;Nariño
78053PO39A;A;PO39;VE2302;165.35;1.87;91001;Leticia;Amazonas
93238PI34B;B;PI34;VE8494;29.19;21.04;5001;Medellin;Antioquia
14190PE34B;B;PE34;VE5229;66.85;7.5;50686;San juanito;Meta
35311PP69A;A;PP69;VE7016;150.34;6.22;19001;Popayan;Cauca
61757PS29A;A;PS29;VE3927;97.83;40.83;68001;Bucaramanga;Santander
98887PL89A;A;PL89;VE9449;9.58;11.63;52323;Gualmatan;Nariño
39462PN25A;A;PN25;VE6541;3.46;14.45;50006;Acacias;Meta
30986PF93A;A;PF93;VE3797;414.36;0.95;70001;Sincelejo;Sucre
43847PF90A;A;PF90;VE3215;45.42;2.82;50686;San juanito;Meta
24168PL11B;B;PL11;VE3880;14.58;3.56;50686;San juanito;Meta
59925PF92E;E;PF92;VE5999;32.02;17.39;11001;Bogota d.c.;Bogota d.c.
56783PS98B;B;PS98;VE9864;408.6;47.21;85001;Yopal;Casanare
110473PO41A;A;PO41;VE3939;168.92;28.65;52110;Buesaco;Nariño
82145PA79A;A;PA79;VE7885;25.78;9.89;13006;Achi;Bolivar
6711PC59A;A;PC59;VE9555;120.62;15.46;52110;Buesaco;Nariño
66253PN62A;A;PN62;VE4002;25.41;20.79;50686;San juanito;Meta
73718PC61A;A;PC61;VE3955;28.35;4.04;52323;Gualmatan;Nariño
81157PF22A;A;PF22;VE6936;76.83;9.63;50006;Acacias;Meta
14289PM51A;A;PM51;VE5049;95.57;19.97;17001;Manizales;Caldas
36549PK44A;A;PK44;VE7926;120.9;1.6;54001;Cucuta;Norte de santander
45758PR75A;A;PR75;VE4365;60.8;26.89;13006;Achi;Bolivar
102398PD16A;A;PD16;VE2305;39.1;16.36;85001;Yopal;Casanare
28714PB29A;A;PB29;VE1019;78.34;21.16;76001;Cali;Valle del cauca
71616PR35A;A;PR35;VE3806;45.58;1.59;8001;Barranquilla;Atlantico
57675PN78A;A;PN78;VE7671;231.1;14.92;66001;Pereira;Risaralda
39576PB13C;C;PB13;VE7925;154.82;23.28;50006;Acacias;Meta
27073PC47A;A;PC47;VE8692;10.07;21.19;52381;La florida;Nariño
97233PE34A;A;PE34;VE7204;245.65;9.85;52385;La llanada;Nariño
17218PT43A;A;PT43;VE1266;187.57;12.79;52405;Leiva;Nariño
58687PH16A;A;PH16;VE5090;145.81;17.38;52385;La llanada;Nariño
76324PG34A;A;PG34;VE9623;299.48;10.21;52390;La tola;Nariño
85556PB52A;A;PB52;VE4179;54.18;50.46;50001;Villavicencio;Meta
107252PG50A;A;PG50;VE6781;59.3;19.74;11001;Bogota d.c.;Bogota d.c.
11366PG54A;A;PG54;VE2942;26.51;25.02;52381;La florida;Nariño
75228PE71A;A;PE71;VE4580;32.8;88.05;50683;San juan de arama;Meta
30933PK83A;A;PK83;VE6108;23.47;97.01;52411;Linares;Nariño
57269PC43I;I;PC43;VE6571;185.06;4.8;27001;Quibdo;Choco
97904PJ41A;A;PJ41;VE1988;356.12;29.03;50006;Acacias;Meta
38790PG96A;A;PG96;VE3342;167.42;26.03;23001;Monteria;Cordoba
72985PR44A;A;PR44;VE6856;100.15;2.28;50683;San juan de arama;Meta
102269PO12A;A;PO12;VE9449;153.83;2.81;50006;Acacias;Meta
8056PO55A;A;PO55;VE3607;45.4;5.89;52210;Contadero;Nariño
48392PH77A;A;PH77;VE3797;13.41;4.8;76001;Cali;Valle del cauca
62533PI49A;A;PI49;VE7348;61.16;8.61;66001;Pereira;Risaralda
40169PI11A;A;PI11;VE3295;333.97;5.36;44001;Riohacha;La guajira
73483PD55A;A;PD55;VE8338;83.58;9.82;50001;Villavicencio;Meta
103626PD85A;A;PD85;VE8568;126.63;5.3;17001;Manizales;Caldas
5144PH40A;A;PH40;VE3939;9.49;0.08;52435;Mallama;Nariño
82715PJ61B;B;PJ61;VE8575;0.64;31.65;17001;Manizales;Caldas
37568PI80A;A;PI80;VE9609;64.27;0.76;50001;Villavicencio;Meta
5520PB91A;A;PB91;VE2740;15.28;43.41;95001;San jose del guaviare;Guaviare
26607PB47A;A;PB47;VE4365;314.7;1.71;11001;Bogota d.c.;Bogota d.c.
94375PO16A;A;PO16;VE2926;55.55;19.39;13006;Achi;Bolivar
48755PN72A;A;PN72;VE6936;17.01;35.23;25001;Agua de dios;Cundinamarca
4978PS63A;A;PS63;VE1492;348.39;34.84;52323;Gualmatan;Nariño
32390PP41A;A;PP41;VE9713;17.79;25.17;73001;Ibague;Tolima
20632PI88A;A;PI88;VE5979;57.27;23.19;23001;Monteria;Cordoba
29500PN60A;A;PN60;VE7926;29.65;37.48;52001;Pasto;Nariño
68344PG30A;A;PG30;VE4002;246.51;2.25;52323;Gualmatan;Nariño
107407PN99A;A;PN99;VE4489;50.81;2.62;52565;Providencia;Nariño
90664PT85A;A;PT85;VE3858;409.46;7.44;52480;Nariño;Nariño
17365PA57A;A;PA57;VE4813;65.83;32.75;52210;Contadero;Nariño
93821PI56A;A;PI56;VE6294;66.21;25.65;50001;Villavicencio;Meta
23312PM38A;A;PM38;VE3215;181.51;0.13;52399;La union;Nariño
71849PJ46A;A;PJ46;VE3858;117.77;0.52;20001;Valledupar;Cesar
107184PH38B;B;PH38;VE3927;42.91;106.2;52405;Leiva;Nariño
34689PN35A;A;PN35;VE2770;493.32;32.07;50006;Acacias;Meta
2911PR43A;A;PR43;VE7888;100.78;3.28;13006;Achi;Bolivar
7810PN39A;A;PN39;VE9713;290.82;33.62;50001;Villavicencio;Meta
78869PF75A;A;PF75;VE1340;43.96;2.78;52490;Olaya herrera;Nariño
13120PC99A;A;PC99;VE9449;329.52;18.62;52323;Gualmatan;Nariño
35425PE37A;A;PE37;VE2770;40.88;18.92;5002;Abejorral;Antioquia
8164PA92A;A;PA92;VE3979;31.88;2.86;54003;Abrego;Norte de santander
86368PJ85A;A;PJ85;VE5681;9.69;20.35;52405;Leiva;Nariño
3185PI79A;A;PI79;VE8942;47.16;30.3;50001;Villavicencio;Meta
10189PK58A;A;PK58;VE5929;54.69;1.12;66001;Pereira;Risaralda
30069PK36A;A;PK36;VE9946;13.75;6.1;76001;Cali;Valle del cauca
74920PO19A;A;PO19;VE2770;191.7;11.27;85001;Yopal;Casanare
8702PG29A;A;PG29;VE9769;179.94;3.98;52480;Nariño;Nariño
107643PK58A;A;PK58;VE6032;166.35;31.78;52405;Leiva;Nariño
80584PN11A;A;PN11;VE7623;8.86;21.7;50683;San juan de arama;Meta
69032PB65A;A;PB65;VE4937;88.41;26.26;17001;Manizales;Caldas
92929PE95A;A;PE95;VE4813;206.65;4.31;52435;Mallama;Nariño
108695PD62A;A;PD62;VE9769;67.85;4.7;73001;Ibague;Tolima
110167PK44A;A;PK44;VE1504;5.69;16.08;52381;La florida;Nariño
18012PJ98A;A;PJ98;VE3743;77.07;6.71;5001;Medellin;Antioquia
77159PR51A;A;PR51;VE7125;32.94;16.8;52565;Providencia;Nariño
30049PP25A;A;PP25;VE5999;99.51;5.44;85001;Yopal;Casanare
80452PG79B;B;PG79;VE4937;227.07;33.24;18001;Florencia;Caqueta
5465PR56B;B;PR56;VE8511;8.03;109.22;50006;Acacias;Meta
85643PE56B;B;PE56;VE3292;79.48;22.5;52540;Policarpa;Nariño
43710PO19A;A;PO19;VE7888;1.32;8.77;50006;Acacias;Meta
46481PQ76A;A;PQ76;VE6541;84.97;10.84;52480;Nariño;Nariño
18440PK87A;A;PK87;VE6107;535.56;11.97;18001;Florencia;Caqueta
4350PG30C;C;PG30;VE7338;32.11;21.67;50001;Villavicencio;Meta
60279PP51A;A;PP51;VE7281;38.16;41.2;52411;Linares;Nariño
49549PR29A;A;PR29;VE5588;279.27;2.38;52051;Arboleda;Nariño
83206PQ60B;B;PQ60;VE2285;176.56;17.91;52210;Contadero;Nariño
48700PP99A;A;PP99;VE2715;398.59;8.26;52083;Belen;Nariño
34887PL48A;A;PL48;VE6781;19.96;46.58;52210;Contadero;Nariño
25217PS30A;A;PS30;VE3689;384.59;27.65;52051;Arboleda;Nariño
63025PF43B;B;PF43;VE3768;224.29;32.4;86001;Mocoa;Putumayo
5020PH11A;A;PH11;VE4365;23.58;18.31;5001;Medellin;Antioquia
45013PO10B;B;PO10;VE8975;201.98;3.56;52203;Colon;Nariño
84813PT52A;A;PT52;VE1033;1.49;2.63;52385;La llanada;Nariño
23285PO34A;A;PO34;VE1402;36.54;21.15;23001;Monteria;Cordoba
18666PP33B;B;PP33;VE7016;150.26;3.21;81001;Arauca;Arauca
63812PS30A;A;PS30;VE5681;103.8;3.84;50001;Villavicencio;Meta
1616PG64A;A;PG64;VE9449;50.35;5.13;5002;Abejorral;Antioquia
21729PA39A;A;PA39;VE9769;54.6;1.04;50006;Acacias;Meta
76673PA46A;A;PA46;VE4454;113.59;2.49;91001;Leticia;Amazonas
78780PO45A;A;PO45;VE4277;1.13;52.01;52405;Leiva;Nariño
92292PF74A;A;PF74;VE3955;51.28;28.3;94001;Inirida;Guainia
58947PQ79A;A;PQ79;VE2992;25.64;28.01;52381;La florida;Nariño
48867PS64A;A;PS64;VE1175;15.96;16.98;50683;San juan de arama;Meta
55083PD43A;A;PD43;VE4580;126.97;43.75;17001;Manizales;Caldas
112409PS30A;A;PS30;VE5068;76.26;15.84;13006;Achi;Bolivar
12476PC84A;A;PC84;VE3858;7.47;0.75;73001;Ibague;Tolima
69884PK87A;A;PK87;VE6495;30.29;0.22;52435;Mallama;Nariño
78248PL17A;A;PL17;VE7147;133.69;4.61;52473;Mosquera;Nariño
18708PP37A;A;PP37;VE2056;129.95;7.59;66001;Pereira;Risaralda
2346PP30A;A;PP30;VE3276;398.19;0.01;11001;Bogota d.c.;Bogota d.c.
36285PN89A;A;PN89;VE3797;194.9;13.35;15001;Tunja;Boyaca
62138PT29A;A;PT29;VE5192;265.58;21.23;5001;Medellin;Antioquia
32692PJ99A;A;PJ99;VE3549;25.58;27.84;50001;Villavicencio;Meta
27041PD84A;A;PD84;VE3582;98.06;12.9;54003;Abrego;Norte de santander
23996PH90C;C;PH90;VE1988;149.8;14.76;81001;Arauca;Arauca
11489PQ44A;A;PQ44;VE2942;15.16;10.27;13001;Cartagena;Bolivar
104189PO44A;A;PO44;VE9170;80.82;49.32;52323;Gualmatan;Nariño
30041PA33A;A;PA33;VE6294;36.43;6.8;70001;Sincelejo;Sucre
105990PD84B;B;PD84;VE1206;181.75;21.52;23001;Monteria;Cordoba
64358PO36A;A;PO36;VE2992;129.36;7.99;97001;Mitu;Vaupes
94205PJ68A;A;PJ68;VE3768;161.49;20.96;97001;Mitu;Vaupes
110061PJ16A;A;PJ16;VE3215;58.32;40.86;54003;Abrego;Norte de santander
3202PM43A;A;PM43;VE8692;539.71;1.85;50001;Villavicencio;Meta
32567PD27B;B;PD27;VE2233;112.59;4.13;76001;Cali;Valle del cauca
50699PS29B;B;PS29;VE1019;101.72;15.97;50001;Villavicencio;Meta
77048PR57A;A;PR57;VE7882;230.27;44.83;50686;San juanito;Meta
55631PH27A;A;PH27;VE5473;65.49;21.74;52381;La florida;Nariño
85018PD14A;A;PD14;VE8467;69.32;11.36;66001;Pereira;Risaralda
31068PF91A;A;PF91;VE5681;13.08;2.79;52540;Policarpa;Nariño
