orden_id;producto_id;vendedor_id;fecha_envio_limite;precio;valor_flete;codigo_postal_vendedor;ciudad_vendedor;departamento_vendedor;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto;volumen_cm3_producto
89119PB31A-A;PB31;VE5926;30/11/2017 16:10;297.72;107.8;52399;La union;Nariño;Ropa de adultos;16;32;29;1530;36;30;31;0
41003PA16A-A;PA16;VE3087;7/05/2018 12:43;126.89;5.76;52565;Providencia;Nariño;Electrodomésticos;30;19;28;5673;3;9;10;270
88172PB92A-A;PB92;VE6406;17/05/2018 17:07;24.96;30.31;52051;Arboleda;Nariño;Ropa de adultos;2;15;9;1671;45;4;15;2700
47806PK19A-A;PK19;VE5109;18/03/2257 3:18;9.41;6.07;52356;Ipiales;Nariño;Deportes;35;19;3;1094;24;50;26;31200
31875PR37A-A;PR37;VE7960;1/04/2018 11:38;-101.93;8.13;52083;Belen;Nariño;Frutas y verduras;31;34;31;917;3;2;22;132
90211PR75A-A;PR75;VE2887;14/07/2017 12:16;285.85;19.54;5002;Abejorral;Antioquia;Frutas y verduras;4;38;39;332;13;19;3;741
57161PS31A-A;PS31;VE1558;29/12/2017 4:48;93.79;31.53;52490;Olaya herrera;Nariño;Carnicería;11;9;26;852;20;19;19;7220
110160PD98A-A;PD98;VE2561;15/08/2017 3:33;229.37;21.76;52560;Potosi;Nariño;Celulares;13;22;12;12;15;27;4;1620
14702PS58A-A;PS58;VE2941;4/10/2017 3:14;287.68;5.32;52323;Gualmatan;Nariño;Carnicería;14;2;38;275;29;5;25;3625
56491PB77A-A;PB77;VE5090;3/10/2017 18:17;31.61;42.69;52210;Contadero;Nariño;Ropa de adultos;25;12;10;1603;45;21;20;18900
87256PK98B-B;PK98;VE9609;16/04/2018 2:26;3.6;4.42;52207;Consaca;Nariño;Deportes;38;28;22;161;41;42;6;10332
101508PB43A-A;PB43;VE4242;3/12/2017 17:59;58.6;0.84;52323;Gualmatan;Nariño;Ropa de adultos;15;26;29;1715;44;18;31;24552
25807PR94B-B;PR94;VE6032;26/07/2017 2:08;45.71;7.73;52079;Barbacoas;Nariño;Frutas y verduras;21;15;36;1762;38;8;28;8512
20924PD51A-A;PD51;VE8338;17/07/2017 1:20;9.28;30.8;52356;Ipiales;Nariño;Celulares;36;1;27;3745;25;3;32;2400
85738PR55A-A;PR55;VE8511;29/03/2018 0:45;-60.74;4.56;52210;Contadero;Nariño;Frutas y verduras;30;19;36;1576;4;7;22;616
23768PA85A-A;PA85;VE3295;4/03/2018 13:24;219.37;6.8;52411;Linares;Nariño;Electrodomésticos;21;24;27;130;16;24;18;6912
28513PR41A-A;PR41;VE8511;14/10/2017 21:34;-261.49;14.57;52323;Gualmatan;Nariño;Frutas y verduras;37;26;6;515;29;5;19;2755
3268PB51A-A;PB51;VE6060;13/08/1901 6:09;29.4;3.41;52083;Belen;Nariño++;Ropa de adultos;24;23;22;2110;41;38;10;15580
62308PR72A-A;PR72;VE7960;6/01/2018 7:53;152.58;23.79;52203;Colon;Nariño;Frutas y verduras;30;26;5;13;12;5;11;660
36321PR20A-A;PR20;VE7885;11/10/2017 4:20;15.72;13.16;52385;La llanada;Nariño;Frutas y verduras;11;12;35;2805;41;3;28;3444
110878PK23A-A;PK23;VE6108;9/10/2017 9:42;64.88;15.14;52490;Olaya herrera;Nariño;Deportes;33;32;30;876;15;8;34;4080
67669PB39A-A;PB39;VE3199;24/10/2017 12:16;109.73;28.53;52203;Colon;Nariño++;Ropa de adultos;23;10;29;4063;50;22;37;40700
89577PS81A-A;PS81;VE3210;29/09/2017 12:02;78.26;8.12;52323;Gualmatan;Nariño;Carnicería;25;18;4;2362;34;2;23;1564
97072PR55A-A;PR55;VE3979;2/02/2018 10:48;178.37;20.63;52210;Contadero;Nariño;Frutas y verduras;2;34;0;419;52;20;32;33280
29173PA38A-A;PA38;VE3062;6/09/2017 3:21;223.46;28.69;52323;Gualmatan;Nariño;Electrodomésticos;38;36;30;866;39;14;17;9282
60028PD54B-B;PD54;VE7623;16/06/2018 5:18;247.18;0.29;52480;Nariño;Nariño;Celulares;8;40;5;80;9;27;42;10206
89682PA17A-A;PA17;VE4813;15/03/2018 11:29;40.54;8.78;52506;Ospina;Nariño;Electrodomésticos;27;8;8;2216;13;19;30;7410
110498PA56A-A;PA56;VE8160;11/04/2018 17:15;198.99;9.77;52207;Consaca;Nariño;Electrodomésticos;3;20;17;2504;23;5;24;2760
34640PA22A-A;PA22;VE5979;28/01/2018 8:41;318.24;4.84;52418;Los andes;Nariño;Electrodomésticos;15;38;30;2194;22;0;21;0
92104PK23A-A;PK23;VE5929;13/09/2017 20:31;6.01;45.72;52560;Potosi;Nariño;Deportes;8;37;40;15;41;26;25;26650
75409PD24A-A;PD24;VE8942;26/03/2018 12:44;240.22;24.62;52051;Arboleda;Nariño;Celulares;38;8;21;4862;24;22;16;8448
1997PR76A-A;PR76;VE2738;2/01/2018 5:07;19.71;5.65;52210;Contadero;Nariño;Frutas y verduras;4;26;21;1750;43;10;19;8170
44711PR40A-A;PR40;VE5049;1/06/2018 7:50;268.36;20.16;52411;Linares;Nariño;Frutas y verduras;39;2;26;2570;46;0;11;0
86531PR40A-A;PR40;VE3292;27/12/2017 14:39;284.33;6.2;52110;Buesaco;Nariño;Frutas y verduras;23;14;20;1095;25;27;23;15525
80566PR38A-A;PR38;VE5783;21/01/2018 6:16;140.29;5.24;52565;Providencia;Nariño;Frutas y verduras;9;10;15;72;47;28;16;21056
17437PB40A-A;PB40;VE3797;10/03/2018 16:39;80.95;29.08;52210;Contadero;Nariño;Ropa de adultos;8;25;8;672;42;19;26;20748
39026PB47A-A;PB47;VE5993;31/08/2017 6:25;662.22;77.53;52480;Nariño;Nariño++;Ropa de adultos;22;29;8;1268;41;8;8;2624
99378PA21A-A;PA21;VE2887;7/02/2018 2:17;96.55;;52001;Pasto;Nariño;;20;25;4;4760;41;10;44;18040
50037PB88A-A;PB88;VE8917;31/01/2018 22:05;614.7;36.72;52203;Colon;Nariño;Ropa de adultos;23;20;34;342;15;18;13;3510
102412PK74A-A;PK74;VE3210;12/11/2017 5:21;3.84;16.56;52473;Mosquera;Nariño;Deportes;15;19;7;4274;52;4;6;1248
50396PA70B-B;PA70;VE1307;26/12/2017 16:07;14.95;23.04;52210;Contadero;Nariño;Electrodomésticos;36;5;4;676;54;24;23;0
76523PS44A-A;PS44;VE4454;18/04/2018 11:49;49.68;46.13;52381;La florida;Nariño;Carnicería;13;33;29;464;46;21;28;27048
586PD86B-B;PD86;VE4242;22/08/2017 6:36;42.28;178.16;52110;Buesaco;Nariño;Celulares;4;10;20;2961;26;1;34;884
13613PK54A-A;PK54;VE4454;12/10/2017 3:26;91.89;3.47;52378;La cruz;Nariño;Deportes;18;3;21;1576;17;13;19;4199
10260PK75A-A;PK75;VE2941;1/10/2017 21:42;73.23;5.88;5002;Abejorral;Antioquia;Deportes;31;15;13;1280;34;32;11;11968
102536PS65A-A;PS65;VE9555;24/09/2017 19:02;28.3;;52323;Gualmatan;Nariño;;16;19;24;1150;34;18;38;23256
103690PS91A-A;PS91;VE2740;24/11/2017 7:20;39.47;3.31;52079;Barbacoas;Nariño;Carnicería;27;23;10;3325;42;16;36;24192
100116PA87A-A;PA87;VE8511;20/08/2017 20:22;364.28;13.74;52385;La llanada;Nariño;Electrodomésticos;31;35;19;5967;43;10;36;15480
20218PK10A-A;PK10;VE6971;27/07/2017 10:01;119.0;9.66;52051;Arboleda;Nariño;Deportes;1;31;28;1205;57;28;45;71820
92585PS60A-A;PS60;VE6541;22/12/2017 1:03;15.3;9.29;52354;Imues;Nariño;Carnicería;0;28;7;225;31;17;19;10013
104405PR43A-A;PR43;VE3607;20/05/2018 7:12;-41.78;;52323;Gualmatan;Nariño;;40;21;4;3065;26;44;22;25168
101397PB53A-A;PB53;VE7125;10/10/2017 17:58;81.9;34.02;52323;Gualmatan;Nariño;Ropa_de_adultos;39;8;20;3111;27;4;14;1512
25551PR52A-A;PR52;VE5979;1/09/2017 11:25;171.97;11.7;52435;Mallama;Nariño;Frutas y verduras;1;39;14;646;30;23;21;14490
90924PD37A-A;PD37;VE2942;21/11/2017 11:45;168.19;6.59;52323;Gualmatan;Nariño;Celulares;29;6;7;1719;35;6;23;4830
85207PK16A-A;PK16;VE8511;21/02/2018 22:42;73.63;44.64;52405;Leiva;Nariño;Deportes;25;11;33;4277;21;16;30;10080
103931PK47A-A;PK47;VE8925;26/09/2017 14:22;117.4;34.22;52381;La florida;Nariño;Deportes;17;22;17;1851;20;12;24;5760
27168PR92A-A;PR92;VE3582;25/10/2017 15:34;142.32;6.15;5001;Medellin;Antioquia;Frutas y verduras;27;18;7;4455;45;4;32;5760
61326PA21A-A;PA21;VE5090;5/12/2017 1:39;8.5;21.61;52207;Consaca;Nariño;Electrodomésticos;3;4;8;5022;26;46;26;31096
41037PD87A-A;PD87;VE9769;31/12/2017 5:56;109.63;10.5;52418;Los andes;Nariño;Celulares;14;0;7;2642;58;4;14;3248
16319PR24F-F;PR24;VE9449;7/05/2018 2:34;397.67;5.53;52565;Providencia;Nariño;Frutas y verduras;38;35;5;6093;22;23;32;16192
78609PA42A-A;PA42;VE1637;21/02/2018 12:57;41.87;23.05;52490;Olaya herrera;Nariño;Electrodomésticos;23;33;7;1977;16;14;12;2688
5035PB82A-A;PB82;VE6180;21/04/2018 18:49;123.29;9.61;52480;Nariño;Nariño;Ropa de adultos;17;16;19;3126;43;9;25;9675
98102PS22A-A;PS22;VE8895;25/03/2018 20:13;29.91;1.67;5002;Abejorral;Antioquia;Carnicería;28;8;8;3082;15;46;16;11040
866PK81A-A;PK81;VE6422;24/06/2257 1:33;45.83;;52323;Gualmatan;Nariño;;31;13;28;395;10;2;36;720
72315PD80A-A;PD80;VE4481;18/02/2018 3:32;137.63;54.36;52385;La llanada;Nariño;Celulares;23;27;20;582;8;33;15;3960
42716PB63A-A;PB63;VE2501;28/09/2017 2:50;32.68;7.05;52490;Olaya herrera;Nariño;Ropa de adultos;11;23;26;909;52;25;24;31200
53495PD58A-A;PD58;VE4277;16/10/2017 23:00;309.68;;52473;Mosquera;Nariño;;33;40;32;5317;34;40;5;6800
10100PB33B-B;PB33;VE4277;23/01/2018 9:24;33.94;21.94;52480;Nariño;Nariño;Ropa de adultos;20;9;13;2941;52;25;35;45500
86868PS51A-A;PS51;VE3880;16/01/2018 22:49;32.49;2.48;52203;Colon;Nariño;Carnicería;23;40;2;7475;25;13;29;9425
13098PS12A-A;PS12;VE3210;21/12/2017 7:15;114.45;16.2;52480;Nariño;Nariño;Carnicería;8;26;7;1909;46;17;32;25024
83797PD98A-A;PD98;VE3159;28/01/2018 12:21;17.25;20.58;52480;Nariño;Nariño;Celulares;27;13;12;2101;30;10;11;3300
28658PA27B-B;PA27;VE4481;16/12/2017 8:09;8.65;50.46;52480;Nariño;Nariño;Electrodomésticos;1;26;24;3123;43;16;29;19952
29005PB17A-A;PB17;VE9276;5/04/2018 4:57;21.27;4.79;52356;Ipiales;Nariño++;Ropa de adultos;28;6;19;637;33;14;11;5082
80581PK65A-A;PK65;VE5929;8/03/2018 17:39;51.98;1.04;52051;Arboleda;Nariño;Deportes;40;10;14;7429;12;12;22;3168
39441PB11A-A;PB11;VE6571;31/03/2018 18:55;21.68;4.61;52385;La llanada;Nariño;Ropa de adultos;3;33;35;6077;29;4;25;2900
73285PA54A-A;PA54;VE7281;26/03/2018 0:23;81.59;4.23;52560;Potosi;Nariño;Electrodomésticos;2;11;6;31;23;33;20;15180
35854PS87A-A;PS87;VE4813;1/08/2017 0:51;77.86;6.54;52411;Linares;Nariño;Carnicería;5;14;8;1323;38;10;33;12540
20179PD41B-B;PD41;VE3420;9/01/2018 7:37;41.28;5.19;52203;Colon;Nariño;Celulares;7;5;29;3771;8;13;31;3224
82378PS32A-A;PS32;VE8338;26/03/2018 17:14;237.42;17.2;5001;Medellin;Antioquia;Carnicería;8;6;36;4491;38;32;2;2432
86812PK98A-A;PK98;VE2941;29/12/2017 2:35;227.19;4.87;52083;Belen;Nariño;Deportes;29;25;14;33;54;30;14;22680
40581PR83B-B;PR83;VE2992;29/08/2017 1:56;71.65;8.2;52435;Mallama;Nariño;Frutas y verduras;10;36;7;1000;25;17;36;15300
60420PS81A-A;PS81;VE2129;9/08/2017 12:04;120.44;11.49;52473;Mosquera;Nariño;Carnicería;35;22;29;1341;28;4;18;2016
21284PB36A-A;PB36;VE9555;16/04/2018 14:38;334.16;52.41;52427;Magui;Nariño;Ropa de adultos;23;38;33;479;24;8;30;5760
94934PS73A-A;PS73;VE1019;2/05/2018 16:02;-114.0;1.04;5002;Abejorral;Antioquia;Carnicería;16;8;6;1158;33;9;36;10692
68811PD87A-A;PD87;VE6032;14/03/2018 6:56;7.73;4.81;52323;Gualmatan;Nariño;Celulares;27;40;9;3464;25;5;6;750
24757PS71A-A;PS71;VE6777;2/10/1901 11:53;356.16;59.84;52385;La llanada;Nariño;Carnicería;14;40;2;939;32;21;18;12096
52132PR28B-B;PR28;VE7338;29/12/2017 5:06;28.97;77.15;52051;Arboleda;Nariño;Frutas y verduras;38;34;14;231;8;43;22;0
72487PA76D-D;PA76;VE4242;4/09/2017 13:56;24.94;17.91;52110;Buesaco;Nariño;Electrodomésticos;28;39;24;6174;20;30;17;10200
6553PD49A-A;PD49;VE3955;16/06/2018 1:28;137.55;21.49;52323;Gualmatan;Nariño;Celulares;17;15;23;2119;13;11;10;1430
104122PB98A-A;PB98;VE2233;28/08/2017 4:21;41.64;7.45;52480;Nariño;Nariño;Ropa de adultos;24;39;10;3174;36;23;19;15732
32353PK34A-A;PK34;VE2992;21/07/2017 5:09;5.56;3.49;52418;Los andes;Nariño;Deportes;25;6;4;1222;41;26;20;21320
105580PS64A-A;PS64;VE7866;9/01/2018 9:54;-49.99;10.07;52560;Potosi;Nariño;Carnicería;27;37;27;1421;8;4;0;0
55624PD21A-A;PD21;VE6180;27/05/2018 17:56;15.07;9.24;52323;Gualmatan;Nariño;Celulares;40;33;15;6539;30;36;43;46440
53525PB54A-A;PB54;VE2715;9/09/2017 19:31;21.72;80.95;52323;Gualmatan;Nariño;Ropa de adultos;21;26;27;940;24;42;37;37296
111397PR64A-A;PR64;VE9449;30/11/2017 5:39;44.65;9.04;52323;Gualmatan;Nariño;Frutas y verduras;16;4;20;13732;12;20;9;2160
33380PD75A-A;PD75;VE3877;13/06/2018 7:21;279.7;38.68;52203;Colon;Nariño;Celulares;13;36;34;108;4;6;21;504
27473PD12A-A;PD12;VE2302;14/01/2018 2:24;26.71;2.59;52203;Colon;Nariño;Celulares;39;31;11;2580;26;10;23;5980
19046PB66A-A;PB66;VE7866;20/02/2018 1:05;80.34;19.99;52079;Barbacoas;Nariño;Ropa de adultos;7;33;33;3966;32;28;16;14336
108628PA37A-A;PA37;VE9555;28/05/2018 22:23;82.86;;52381;La florida;Nariño;;34;6;38;2885;21;3;29;1827
6847PA55A-A;PA55;VE1637;2/03/2018 3:09;145.91;2.08;5002;Abejorral;Antioquia;Electrodomésticos;20;22;24;921;22;13;44;12584
4025PK25A-A;PK25;VE6495;19/12/2017 22:41;149.69;;52565;Providencia;Nariño;;8;9;40;1261;30;28;10;8400
93856PK51A-A;PK51;VE8942;6/08/2017 10:22;75.43;6.0;52323;Gualmatan;Nariño;Deportes;2;31;22;1418;22;19;11;4598
72297PA74A-A;PA74;VE9946;30/10/2017 11:58;-10.82;3.38;52435;Mallama;Nariño;Electrodomésticos;16;4;24;7334;27;29;32;25056
98390PD37A-A;PD37;VE3743;30/11/2017 0:51;99.55;26.58;52405;Leiva;Nariño;Celulares;16;14;24;1719;16;44;13;9152
8099PS48A-A;PS48;VE5068;8/10/2017 0:38;34.91;3.97;52323;Gualmatan;Nariño;Carnicería;36;18;30;1918;24;5;18;2160
5157PB66B-B;PB66;VE9449;17/03/2018 9:17;-279.0;31.2;52473;Mosquera;Nariño;Ropa de adultos;3;5;16;729;36;15;18;9720
64504PB64C-C;PB64;VE2068;27/01/2018 13:43;202.37;4.94;52079;Barbacoas;Nariño++;Ropa de adultos;16;11;7;655;20;24;21;10080
92473PS72A-A;PS72;VE3840;16/11/2017 21:53;86.24;;52565;Providencia;Nariño;;14;3;13;2987;46;21;30;28980
24909PR82A-A;PR82;VE7338;27/03/2018 10:23;358.5;6.15;52473;Mosquera;Nariño;Frutas y verduras;4;25;4;6850;26;20;24;12480
75961PD17A-A;PD17;VE3549;28/05/2018 16:37;248.19;3.23;52323;Gualmatan;Nariño;Celulares;32;34;0;919;26;18;42;19656
42473PK29A-A;PK29;VE6608;16/04/2018 7:10;24.08;10.56;52427;Magui;Nariño;Deportes;8;3;8;2090;6;35;40;8400
90772PS25A-A;PS25;VE9434;22/01/2257 23:22;51.38;16.66;5001;Medellin;Antioquia;Carnicería;8;11;36;80;43;21;12;10836
50340PB25A-A;PB25;VE2561;24/12/2017 4:49;24.5;42.44;52405;Leiva;Nariño;Ropa de adultos;6;27;9;98;14;40;18;10080
57054PA49A-A;PA49;VE8511;19/09/2017 9:12;170.64;8.91;52473;Mosquera;Nariño++;Electrodomésticos;30;26;34;188;49;14;14;9604
74857PK50A-A;PK50;VE4277;31/03/2018 16:36;48.01;39.22;52083;Belen;Nariño;Deportes;23;11;25;1589;36;28;24;24192
40387PD47A-A;PD47;VE5473;28/03/2018 2:15;273.39;10.29;52051;Arboleda;Nariño;Celulares;33;0;15;4408;33;31;21;21483
20404PR50A-A;PR50;VE6785;8/11/2017 14:58;11.28;1.48;5001;Medellin;Antioquia;Frutas y verduras;38;38;38;505;41;38;20;31160
29713PR44A-A;PR44;VE7125;27/07/2017 11:30;18.01;4.61;5001;Medellin;Antioquia;Frutas y verduras;34;32;22;97;30;31;17;15810
35471PA12A-A;PA12;VE8575;7/02/2018 20:32;263.66;5.28;52051;Arboleda;Nariño;Electrodomésticos;6;5;9;2933;45;19;6;5130
28047PK56A-A;PK56;VE4365;22/06/2018 3:33;27.09;11.22;52480;Nariño;Nariño;Deportes;24;23;0;4101;17;15;16;4080
68926PD88A-A;PD88;VE3582;29/08/2017 9:58;41.03;3.51;52110;Buesaco;Nariño;Celulares;22;11;3;675;37;29;30;32190
50202PA86A-A;PA86;VE2068;16/07/2017 5:56;32.0;8.57;52427;Magui;Nariño;Electrodomésticos;29;26;1;144;37;38;23;32338
38448PS49A-A;PS49;VE2941;23/06/2018 19:28;251.58;34.1;5002;Abejorral;Antioquia;Carnicería;1;35;4;3021;9;39;25;8775
34373PR52A-A;PR52;VE5229;14/07/2017 20:09;406.91;12.04;52207;Consaca;Nariño;Frutas y verduras;39;26;39;338;55;12;41;0
12141PD23A-A;PD23;VE3979;28/04/2257 14:41;98.69;3.9;52203;Colon;Nariño;Celulares;33;39;13;2038;13;22;26;7436
46140PD55B-B;PD55;VE3582;2/05/2018 15:12;-139.69;75.17;52110;Buesaco;Nariño;Celulares;1;35;25;526;31;9;31;8649
52757PB55A-A;PB55;VE2068;15/10/2017 14:44;-299.31;11.33;5002;Abejorral;Antioquia;Ropa de adultos;15;7;3;1599;40;5;11;2200
88404PS11A-A;PS11;VE3210;2/05/2018 5:57;86.37;11.4;52323;Gualmatan;Nariño;Carnicería;9;5;12;180;32;6;30;5760
48082PS91A-A;PS91;VE3087;15/02/2018 21:16;102.06;21.22;52385;La llanada;Nariño;Carnicería;24;31;10;17034;35;8;17;4760
112394PK90A-A;PK90;VE3955;25/09/2017 11:46;134.33;;52323;Gualmatan;Nariño;;39;26;8;1386;33;8;39;10296
96992PB86A-A;PB86;VE8942;1/09/2017 9:12;235.17;14.8;52203;Colon;Nariño;Ropa de adultos;30;33;12;2344;31;1;14;434
42648PS47A-A;PS47;VE8160;17/06/2018 2:34;126.15;3.99;52480;Nariño;Nariño;Carnicería;17;36;37;464;55;2;10;1100
68942PK32B-B;PK32;VE5389;2/11/1901 15:57;67.4;;52051;Arboleda;Nariño;;2;40;26;1442;33;29;28;26796
9619PB83D-D;PB83;VE5929;27/07/2017 9:56;85.05;28.4;52240;Chachagui;Nariño;Ropa de adultos;27;34;16;2168;26;28;41;29848
13529PA81A-A;PA81;VE8544;20/10/2017 11:46;29.23;16.93;52110;Buesaco;Nariño;Electrodomésticos;6;6;21;1134;56;12;8;5376
6089PR70A-A;PR70;VE3087;6/11/2017 3:51;296.04;29.0;52051;Arboleda;Nariño;Frutas y verduras;33;13;18;702;30;10;38;11400
74548PD60A-A;PD60;VE5738;28/05/2018 21:33;27.58;19.98;52418;Los andes;Nariño;Celulares;23;36;13;3554;38;20;6;4560
56436PB86B-B;PB86;VE3215;22/08/2017 3:18;35.77;12.71;52435;Mallama;Nariño;Ropa de adultos;22;15;22;869;4;15;35;2100
21974PD50A-A;PD50;VE3292;25/09/2017 0:26;2.91;5.96;52378;La cruz;Nariño;Celulares;27;36;15;1681;22;28;20;0
82430PS88A-A;PS88;VE5738;22/07/2017 0:35;30.93;6.15;52411;Linares;Nariño;Carnicería;6;23;37;641;41;31;25;31775
36070PB85A-A;PB85;VE4489;6/06/2018 1:04;112.38;16.39;52565;Providencia;Nariño;Ropa de adultos;29;38;20;9902;12;11;26;3432
34082PS21A-A;PS21;VE7495;20/02/2018 20:24;151.95;25.6;52001;Pasto;Nariño;Carnicería;36;31;12;395;7;2;25;350
93236PB30A-A;PB30;VE6781;30/07/2017 18:21;111.79;9.63;52356;Ipiales;Nariño;Ropa_de_adultos;26;28;1;977;17;24;10;4080
40765PK70B-B;PK70;VE4333;19/07/2017 23:58;49.57;9.27;52378;La cruz;Nariño;Deportes;6;34;18;1574;32;17;36;19584
55680PA68A-A;PA68;VE9713;13/05/2018 4:35;252.05;31.33;52207;Consaca;Nariño;Electrodomésticos;25;34;12;913;17;33;34;19074
61150PS22A-A;PS22;VE1290;15/01/2018 2:45;207.1;4.25;52210;Contadero;Nariño;Carnicería;31;3;25;819;15;6;16;1440
50677PK40C-C;PK40;VE3840;28/01/2018 4:13;127.81;1.88;52210;Contadero;Nariño;Deportes;22;25;38;3917;51;15;28;21420
15047PS78A-A;PS78;VE8544;21/01/2018 13:21;56.7;17.07;52411;Linares;Nariño;Carnicería;19;5;11;876;14;23;28;9016
66507PA99A-A;PA99;VE4052;3/05/2018 23:59;33.89;1.09;52381;La florida;Nariño;Electrodomésticos;15;7;9;1698;24;16;36;13824
8020PS91A-A;PS91;VE9434;21/04/2018 14:20;114.93;4.85;52399;La union;Nariño;Carnicería;32;8;14;3929;15;18;25;6750
46030PS48A-A;PS48;VE3607;3/02/2018 7:33;3.6;14.34;52411;Linares;Nariño;Carnicería;9;20;38;1937;20;40;38;30400
51566PR85A-A;PR85;VE8782;24/10/2017 8:10;66.86;1.34;52210;Contadero;Nariño;Frutas y verduras;24;3;4;861;22;10;9;1980
14911PK22A-A;PK22;VE3689;26/09/2017 2:33;5.93;7.2;52210;Contadero;Nariño;Deportes;24;19;30;875;15;11;23;3795
15749PR41A-A;PR41;VE9864;21/08/2017 13:24;182.75;1.28;5001;Medellin;Antioquia;Frutas y verduras;15;18;12;2854;18;1;1;18
61122PK84A-A;PK84;VE7495;9/12/2017 23:15;70.65;3.03;52405;Leiva;Nariño;Deportes;2;40;40;100;29;1;25;0
39721PR44A-A;PR44;VE3689;13/09/2017 19:12;343.07;86.14;52411;Linares;Nariño;Frutas_y_verduras;16;31;8;34;32;22;26;18304
38262PD53A-A;PD53;VE8511;27/10/2017 10:19;19.97;2.29;52323;Gualmatan;Nariño;Celulares;28;5;17;2213;29;30;5;4350
34883PB74A-A;PB74;VE6856;26/08/2017 11:29;-75.55;3.74;52051;Arboleda;Nariño;Ropa de adultos;16;22;21;1968;9;15;12;1620
26406PD39A-A;PD39;VE2941;4/04/2018 0:58;72.16;8.16;52480;Nariño;Nariño;Celulares;14;33;20;254;31;19;22;12958
2033PA82A-A;PA82;VE5109;25/10/1901 1:23;334.02;34.12;52565;Providencia;Nariño;Electrodomésticos;33;25;2;1737;41;29;27;32103
61561PD84A-A;PD84;VE6781;13/03/2018 23:10;155.9;5.23;52399;La union;Nariño++;Celulares;8;33;23;2846;47;3;19;2679
82651PD79D-D;PD79;VE4489;1/02/2018 16:50;2.94;15.5;52480;Nariño;Nariño;Celulares;22;31;40;20;31;48;43;63984
49976PA97A-A;PA97;VE2738;6/11/2017 14:14;78.25;15.71;5001;Medellin;Antioquia;Electrodomésticos;9;6;19;2009;46;5;3;690
101544PD67A-A;PD67;VE8782;16/12/2017 12:42;45.8;11.85;5002;Abejorral;Antioquia;Celulares;30;26;11;1345;2;22;26;1144
50011PA80A-A;PA80;VE6971;10/12/2017 17:11;138.71;;5002;Abejorral;Antioquia;;17;1;11;3811;24;26;22;13728
87501PK61B-B;PK61;VE5109;28/07/2017 1:43;-192.28;42.92;52207;Consaca;Nariño;Deportes;32;17;7;439;27;14;20;7560
7374PS26A-A;PS26;VE5929;28/11/2017 13:57;27.16;15.36;52001;Pasto;Nariño++;Carnicería;3;24;28;1496;5;35;27;4725
58618PS39A-A;PS39;VE4436;17/04/2018 7:29;10.88;20.12;52565;Providencia;Nariño++;Carnicería;26;21;25;7284;52;25;45;58500
99981PA16C-C;PA16;VE3743;2/04/2018 0:54;181.57;23.83;52411;Linares;Nariño;Electrodomésticos;19;23;5;3465;30;34;17;17340
24790PS27A-A;PS27;VE7204;17/06/2018 3:40;-158.47;16.02;52473;Mosquera;Nariño;Carnicería;21;27;20;3390;43;2;15;1290
111635PK33A-A;PK33;VE8634;24/08/1901 8:04;157.82;47.98;52323;Gualmatan;Nariño;Deportes;15;8;5;749;58;27;58;90828
10226PD40C-C;PD40;VE8634;9/06/2018 23:33;58.26;23.36;52051;Arboleda;Nariño;Celulares;12;10;39;13;40;27;15;16200
13587PK74A-A;PK74;VE5049;20/09/2017 9:29;244.56;79.47;52490;Olaya herrera;Nariño;Deportes;3;40;15;3037;70;13;22;0
30350PS94A-A;PS94;VE1309;20/07/1901 14:42;153.0;70.42;52323;Gualmatan;Nariño;Carnicería;38;5;5;393;18;31;21;11718
78355PR93A-A;PR93;VE2305;1/09/2017 22:27;415.47;35.75;52427;Magui;Nariño;Frutas y verduras;40;18;0;4879;43;9;5;1935
46624PK51A-A;PK51;VE2740;20/12/2017 23:41;40.95;19.34;52210;Contadero;Nariño;Deportes;28;35;37;52;29;14;14;5684
21812PD70A-A;PD70;VE8544;4/01/2018 15:14;622.87;;52378;La cruz;Nariño;;37;34;17;119;42;30;4;5040
938PD10B-B;PD10;VE5473;19/01/2018 1:37;194.1;40.6;52565;Providencia;Nariño;Celulares;29;15;23;1162;21;17;25;8925
9662PD69A-A;PD69;VE3927;25/06/2018 9:08;5.0;6.52;52435;Mallama;Nariño;Celulares;33;10;22;2313;6;10;36;2160
94913PA12A-A;PA12;VE1175;4/10/2017 5:58;35.83;;5001;Medellin;Antioquia;;26;19;21;823;35;0;21;0
76452PR31A-A;PR31;VE6406;14/09/2017 17:33;13.4;3.5;52390;La tola;Nariño;Frutas y verduras;7;38;4;2656;19;32;34;0
1009PD71A-A;PD71;VE8338;27/10/2017 22:49;149.59;;52520;Francisco pizarro;Nariño;;23;22;27;1161;33;42;22;30492
6067PR70A-A;PR70;VE2941;11/05/2018 14:55;24.06;32.36;5001;Medellin;Antioquia;Frutas y verduras;32;25;11;2403;55;12;20;13200
5843PS57B-B;PS57;VE4242;27/10/2017 19:50;120.45;8.95;5001;Medellin;Antioquia;Carnicería;9;16;24;93;27;11;14;4158
45267PD28A-A;PD28;VE7885;2/10/2017 11:35;280.44;1.8;52427;Magui;Nariño;Celulares;27;33;1;705;13;26;11;3718
