producto_id;fecha_envio_limite;nombre_categoria_producto;longitud_nombre_producto;longitud_descripcion_producto;cantidad_fotos_producto;peso_g_producto;longitud_cm_producto;altura_cm_producto;ancho_cm_producto
PG31;18/08/2017 5:38;Salud;38;34;40;2226;28;23;21
PC11;14/07/2017 20:28;Ropa infantil;15;12;6;328;1;17;14
PL83;9/11/2017 10:33;Libros;13;18;23;3309;37;12;47
PF68;30/04/2018 23:19;Muebles;12;39;31;627;18;1;16
PG42;7/04/2018 16:04;Salud;30;29;4;1100;9;24;19
PM60;20/10/2017 7:06;Ferretería;16;37;9;976;31;22;30
PH61;28/11/2017 18:48;Bebés ;0;25;31;199;29;2;24
PR64;29/01/2018 22:48;Frutas y verduras;7;13;30;803;40;5;25
PP50;29/10/2017 3:52;Licor;9;3;20;606;19;4;34
PG35;22/12/2017 5:16;Salud;15;6;3;1595;47;30;14
PG97;19/06/2018 10:42;Salud;13;17;28;1109;30;21;35
PB61;1/09/2017 3:19;Ropa de adultos;11;2;11;118;38;36;46
PA67;18/08/2017 12:34;Electrodomésticos;32;32;10;502;15;19;27
PL66;18/03/2018 2:36;Libros;32;14;7;1301;12;22;2
PJ39;6/10/2017 18:32;Mascotas;22;9;13;40;54;29;25
PQ27;13/11/2017 17:20;Lácteos;8;14;1;1550;62;11;10
PI64;31/01/2018 16:55;Juguetes;14;0;4;613;51;12;20
PB25;16/08/2017 8:48;Ropa de adultos;27;16;4;2989;21;5;22
PK23;30/05/2018 10:17;Deportes;26;21;3;2840;50;10;12
PS22;19/08/2017 20:59;Carnicería;26;5;29;896;45;21;22
PJ73;19/04/2018 23:13;Mascotas;2;13;30;1172;63;29;22
PR71;24/07/2017 0:30;Frutas y verduras;22;25;26;770;11;20;36
PG33;14/05/2018 19:30;Salud;17;17;20;4755;3;12;34
PF81;17/11/2017 11:41;Muebles;33;27;30;615;46;18;1
PJ96;4/06/2018 5:31;Mascotas;37;19;36;556;50;7;19
PK86;2/12/2017 17:56;Deportes;26;11;1;1079;33;9;44
PC77;11/08/2017 17:55;Ropa infantil;6;7;24;46;23;20;37
PJ58;18/06/2018 23:17;Mascotas;9;17;16;634;14;17;23
PB13;11/06/2018 6:34;Ropa de adultos;28;6;36;856;40;34;18
PT30;27/07/2017 8:14;Tarjetas regalo;14;28;14;38;29;28;7
PA42;22/12/2017 13:59;Electrodomésticos;34;20;3;716;26;16;19
PQ30;21/10/2017 17:09;Lácteos;40;7;28;574;3;23;28
PB21;4/02/2018 20:14;Ropa de adultos;23;2;25;1907;32;25;9
PM27;10/11/2017 3:59;Ferretería;24;31;31;1608;56;27;6
PM59;30/05/2018 0:03;Ferretería;23;30;37;4632;24;15;22
PG86;23/07/2017 7:08;Salud;17;25;25;847;17;0;17
PR20;18/11/2017 15:50;Frutas y verduras;23;9;40;110;52;17;39
PO13;19/06/2018 0:47;Productos ecoamigables;14;3;24;3852;29;6;24
PO21;20/06/2018 0:40;Productos ecoamigables;21;24;32;306;43;12;19
PP69;11/08/2017 1:15;Licor;35;37;6;2277;10;42;21
PH87;7/04/2018 14:56;Bebés ;28;37;22;193;35;30;16
PF27;16/03/2018 12:05;Muebles;39;6;0;209;31;10;42
PS96;23/04/2018 2:32;Carnicería;10;29;27;1384;27;3;37
PH66;5/04/2018 17:04;Bebés ;0;24;38;4067;30;11;13
PP80;16/06/2018 2:34;Licor;23;4;18;350;8;27;14
PR29;18/02/2018 13:30;Frutas y verduras;5;22;9;704;46;15;17
PH44;10/05/2018 2:30;Bebés ;8;24;32;5600;37;25;20
PE35;5/11/2017 10:45;Tecnología;2;23;1;2701;49;47;23
PJ33;3/12/2017 2:21;Mascotas;34;14;1;4812;27;21;38
PA65;6/05/2018 13:08;Electrodomésticos;37;31;36;3346;53;5;15
PC48;17/02/2018 3:47;Ropa infantil;16;22;31;823;16;22;29
PK20;4/04/2018 15:38;Deportes;24;31;7;1203;39;1;26
PB11;5/06/2018 22:15;Ropa de adultos;1;3;28;329;49;27;42
PB67;6/04/2018 13:59;Ropa de adultos;38;11;5;1782;34;21;32
PE15;27/05/2018 12:53;Tecnología;16;40;9;1455;44;18;0
PO82;11/10/2017 13:12;Productos ecoamigables;32;5;36;990;47;34;29
PJ86;13/04/2018 15:06;Mascotas;9;24;11;55;30;29;30
PQ81;1/04/2018 22:19;Lácteos;40;40;17;1337;36;4;21
PT42;7/02/2018 23:46;Tarjetas regalo;38;21;22;1120;28;25;20
PM42;18/07/2017 3:26;Ferretería;35;3;9;441;16;5;22
PD94;5/06/2018 6:19;Celulares;39;30;31;759;25;25;16
PN61;18/11/2017 17:23;Dormitorio;7;2;34;709;53;17;18
PF15;5/11/2017 0:03;Muebles;26;17;4;1784;8;13;16
PB59;11/01/2018 12:31;Ropa de adultos;39;30;12;193;35;15;27
PH89;26/03/2018 0:49;Bebés ;1;8;18;3801;23;13;24
PL67;15/12/2017 23:24;Libros;15;32;39;6335;53;25;31
PD80;28/12/2017 5:08;Celulares;24;19;29;2459;48;5;27
PC20;22/07/2017 5:49;Ropa infantil;31;28;35;5470;64;11;36
PG26;6/02/2018 11:29;Salud;30;29;28;1192;6;8;22
PI68;18/09/2017 9:29;Juguetes;17;0;10;1366;11;17;49
PT47;17/07/2017 6:21;Tarjetas regalo;24;33;25;3414;16;18;50
PA23;1/10/2017 13:23;Electrodomésticos;36;39;20;972;22;2;27
PO81;27/12/2017 3:43;Productos ecoamigables;19;15;23;985;21;17;10
PR46;19/11/2017 16:52;Frutas y verduras;12;16;29;287;17;23;5
PQ66;12/11/2017 3:41;Lácteos;23;0;33;701;22;23;25
PT66;11/01/2018 8:54;Tarjetas regalo;34;12;5;1387;25;18;20
PQ18;11/12/2017 14:48;Lácteos;20;29;30;1458;28;19;20
PL52;31/10/2017 8:59;Libros;7;5;35;347;53;22;26
PP95;21/07/2017 22:20;Licor;35;36;22;2470;18;41;26
PL85;22/04/2018 21:44;Libros;1;2;14;361;43;20;26
PD92;19/10/2017 6:47;Celulares;40;0;23;7034;25;22;22
PN17;12/03/2018 8:03;Dormitorio;32;10;2;256;9;32;25
PG99;17/01/2018 11:21;Salud;10;34;32;3136;20;23;23
PJ12;13/04/2018 11:25;Mascotas;29;40;1;407;10;3;16
PK25;16/05/2018 2:33;Deportes;23;8;13;1409;1;21;15
PM78;21/06/2018 9:00;Ferretería;13;36;19;676;28;22;25
PA15;9/09/2017 23:18;Electrodomésticos;17;21;12;1092;49;11;16
PF36;23/06/2018 7:11;Muebles;2;29;2;1897;31;15;13
PM45;1/12/2017 15:11;Ferretería;37;4;33;5764;32;1;19
PB86;1/09/2017 9:12;Ropa de adultos;30;33;12;2344;31;1;14
PL84;24/04/2018 23:29;Libros;18;17;8;1803;56;10;16
PK44;19/11/2017 11:38;Deportes;16;15;18;312;21;33;22
PH81;21/02/2018 10:21;Bebés ;0;10;24;5574;54;46;26
PQ30;2/10/2017 18:15;Lácteos;4;6;20;854;56;23;36
PM93;20/05/2018 16:38;Ferretería;9;20;15;1830;35;18;13
PD36;14/07/2017 3:13;Celulares;27;7;7;968;37;26;16
PM42;6/09/2017 13:38;Ferretería;16;7;0;1773;43;20;8
PN18;3/10/2017 20:06;Dormitorio;32;21;12;748;38;4;34
PQ90;3/01/2018 15:51;Lácteos;3;17;26;3137;43;33;23
PQ24;3/03/2018 0:35;Lácteos;31;21;6;6820;33;14;30
PE95;3/02/2018 4:19;Tecnología;28;21;40;620;49;15;31
PO60;28/04/2018 12:29;Productos ecoamigables;30;37;17;2983;31;27;17
PR61;28/09/2017 16:20;Frutas y verduras;33;37;10;231;47;4;32
PE36;18/09/2017 7:42;Tecnología;38;27;39;601;12;12;27
PS91;4/01/2018 0:58;Carnicería;10;22;17;2506;43;2;1
PK66;23/06/2018 12:54;Deportes;6;5;12;114;37;20;7
PN92;3/10/2017 21:53;Dormitorio;39;30;34;1243;54;21;21
PQ54;16/09/2017 21:38;Lácteos;16;27;13;534;44;19;20
PI74;8/05/2018 22:37;Juguetes;24;18;18;341;26;20;4
PM49;28/03/2018 10:29;Ferretería;15;4;32;1011;28;24;29
PQ21;5/01/2018 11:19;Lácteos;32;18;29;1898;41;8;19
PB33;19/02/2018 1:50;Ropa de adultos;20;12;30;277;36;29;23
PT85;11/09/2017 9:33;Tarjetas regalo;23;14;13;936;52;6;33
PC95;1/04/2018 6:08;Ropa infantil;35;16;29;1582;50;3;2
PP53;21/12/2017 19:47;Licor;37;22;1;1989;18;27;46
PJ68;13/01/2018 11:12;Mascotas;7;34;19;1594;33;17;24
PP39;11/01/2018 13:38;Licor;20;11;20;59;66;18;28
PJ83;22/01/2018 0:51;Mascotas;27;7;9;169;36;4;11
PS60;4/12/2017 8:57;Carnicería;40;8;32;8993;17;4;28
PP24;24/09/2017 14:57;Licor;8;7;4;408;54;26;13
PH32;13/11/2017 16:21;Bebés ;17;10;18;137;17;8;36
PD11;28/08/2017 9:02;Celulares;38;6;6;1968;19;10;12
PN20;17/11/2017 7:52;Dormitorio;31;36;29;1517;14;26;18
PG96;24/12/2017 7:08;Salud;35;15;40;3710;25;7;32
PM35;5/08/2017 4:48;Ferretería;10;4;6;3856;20;18;30
PC41;19/10/2017 18:41;Ropa infantil;2;32;11;1016;23;6;20
PF95;5/05/2018 9:29;Muebles;7;34;11;297;60;9;24
PJ35;4/05/2018 22:52;Mascotas;28;0;26;1155;19;34;24
PR73;20/08/2017 3:16;Frutas y verduras;10;39;27;1966;39;34;12
PF45;9/12/2017 15:02;Muebles;34;21;0;174;44;4;9
PL27;5/01/2018 5:41;Libros;22;23;6;5870;3;23;25
PD97;15/05/2018 6:02;Celulares;38;11;35;1008;19;23;14
PI87;22/01/2018 16:20;Juguetes;3;30;6;3814;11;12;31
PH67;10/06/2018 20:02;Bebés ;3;39;13;8474;39;44;34
PN38;28/11/2017 15:37;Dormitorio;5;11;11;1787;36;4;16
PQ99;5/05/2018 7:40;Lácteos;39;33;12;1716;13;13;13
PF61;23/01/2018 5:41;Muebles;13;28;4;480;43;20;1
PF55;14/02/2018 8:07;Muebles;26;23;11;1937;3;20;34
PS18;21/01/2018 7:10;Carnicería;23;36;11;7490;11;13;15
PQ79;26/10/2017 5:27;Lácteos;35;20;14;2799;39;21;27
PF49;11/06/2018 18:32;Muebles;39;11;28;284;8;23;17
PP64;28/05/2018 21:54;Licor;5;33;12;2209;54;9;0
PT74;20/09/2017 22:21;Tarjetas regalo;30;19;1;1313;25;24;33
PA80;4/10/2017 1:52;Electrodomésticos;17;15;16;1058;52;22;5
PL30;9/06/2018 1:59;Libros;21;31;10;2068;39;16;22
PN44;9/04/2018 15:48;Dormitorio;34;0;38;1340;21;6;9
PP60;23/10/2017 21:11;Licor;22;18;35;536;7;0;19
PP18;2/06/2018 8:35;Licor;0;7;23;998;35;3;19
PO23;23/02/2018 2:04;Productos ecoamigables;26;40;32;4352;30;21;23
PA36;15/12/2017 12:16;Electrodomésticos;15;21;24;2362;7;18;37
PR50;11/10/2017 5:15;Frutas y verduras;23;19;16;92;10;12;26
PB39;5/12/2017 20:12;Ropa de adultos;36;16;13;1278;40;15;29
PT13;25/09/2017 21:58;Tarjetas regalo;23;20;25;5894;26;20;25
PE50;27/08/2017 14:26;Tecnología;7;9;7;4026;12;25;42
PH32;4/10/2017 23:01;Bebés ;28;30;35;3123;31;26;22
PB33;27/04/2018 5:55;Ropa de adultos;36;15;35;107;24;19;25
PC44;21/09/2017 19:27;Ropa infantil;15;28;31;3534;22;12;7
PE24;28/05/2018 23:54;Tecnología;32;17;16;1934;55;3;37
PJ31;13/12/2017 22:34;Mascotas;11;28;15;4843;43;37;24
PT92;18/05/2018 9:19;Tarjetas regalo;31;35;26;801;10;35;18
PT27;15/05/2018 14:16;Tarjetas regalo;26;27;38;1303;23;7;17
PS49;20/01/2018 13:04;Carnicería;6;18;28;189;69;26;33
PQ57;24/05/2018 7:16;Lácteos;35;26;38;2611;12;21;40
PN28;24/04/2018 18:33;Dormitorio;15;4;4;6600;46;18;7
PN31;3/09/2017 4:31;Dormitorio;10;29;19;1509;28;41;35
PG32;27/03/2018 2:33;Salud;1;15;16;1129;9;3;23
PK81;27/05/2018 20:50;Deportes;2;37;26;4077;57;26;27
PK27;22/04/2018 22:45;Deportes;40;16;35;1599;16;11;49
PI68;6/10/2017 6:31;Juguetes;33;13;22;3719;49;4;16
PB41;28/08/2017 17:07;Ropa de adultos;2;40;18;5044;47;26;33
PB56;25/11/2017 20:50;Ropa de adultos;30;15;20;1640;1;16;30
PS27;26/08/2017 12:32;Carnicería;29;35;16;129;53;19;30
PM33;29/12/2017 17:49;Ferretería;1;21;5;2092;41;16;12
PT63;13/03/2018 16:44;Tarjetas regalo;4;11;26;3930;29;9;30
PM86;11/04/2018 18:16;Ferretería;28;33;2;1218;34;25;4
PT24;7/05/2018 10:32;Tarjetas regalo;36;18;0;568;32;6;7
PS79;21/01/2018 11:45;Carnicería;8;17;38;3544;7;1;25
PH57;22/08/2017 20:40;Bebés ;8;28;14;1656;23;4;3
PB18;24/06/2018 3:09;Ropa de adultos;28;0;13;578;24;37;52
PN23;5/01/2018 8:08;Dormitorio;14;5;16;1352;35;19;28
PK33;22/02/2018 9:52;Deportes;14;39;27;1965;38;19;40
PF73;30/05/2018 11:53;Muebles;12;31;5;1758;23;5;22
PR89;16/06/2018 0:57;Frutas y verduras;4;0;9;874;17;27;37
PC21;23/06/2018 1:32;Ropa infantil;1;17;11;3600;37;17;0
PM22;9/08/2017 23:41;Ferretería;4;40;5;2661;31;25;30
PQ79;26/03/2018 1:44;Lácteos;0;2;31;2205;9;7;1
PA85;11/02/2018 16:25;Electrodomésticos;17;4;8;853;32;26;1
PO70;23/11/2017 4:08;Productos ecoamigables;34;40;9;5549;16;27;27
PQ50;27/12/2017 16:22;Lácteos;9;19;24;5203;27;2;19
PO89;30/04/2018 13:14;Productos ecoamigables;28;0;28;1641;24;7;10
PK41;25/10/2017 18:58;Deportes;40;24;2;2507;38;27;23
PB40;4/09/2017 19:28;Ropa de adultos;11;22;19;217;14;16;11
PS57;27/10/2017 19:50;Carnicería;9;16;24;93;27;11;14
PK27;26/02/2018 3:04;Deportes;18;28;18;503;10;25;31
PD20;18/01/2018 9:21;Celulares;15;12;11;8414;65;9;17
PI73;17/09/2017 23:23;Juguetes;22;18;2;760;36;27;22
PD17;31/10/2017 6:49;Celulares;6;8;7;3269;38;10;34
PA94;9/02/2018 17:52;Electrodomésticos;37;8;4;830;30;25;41
PR29;2/05/2018 6:05;Frutas y verduras;5;11;39;1936;22;33;14
PA21;12/02/2018 6:57;Electrodomésticos;11;26;37;2347;30;20;28
PH56;18/12/2017 23:43;Bebés ;28;36;5;1113;22;11;35
PI77;2/10/2017 0:38;Juguetes;32;21;18;378;13;28;11
PF73;17/04/2018 4:09;Muebles;14;30;38;6763;43;33;35
PK59;25/08/2017 8:36;Deportes;34;1;40;3371;20;13;17
PK36;26/08/2017 0:25;Deportes;23;32;14;7047;33;25;36
PC32;7/08/2017 1:02;Ropa infantil;5;21;36;1738;20;23;16
PQ95;26/03/2018 22:56;Lácteos;10;18;35;2021;12;13;23
PP74;24/07/2017 15:08;Licor;10;16;29;4852;25;26;41
PF56;16/04/2018 7:30;Muebles;18;39;37;2310;26;25;37
PE21;1/01/2018 14:54;Tecnología;40;20;23;1589;36;26;32
PE39;17/05/2018 16:53;Tecnología;19;35;13;1065;0;25;33
PN67;30/03/2018 14:17;Dormitorio;0;1;5;3474;18;40;19
PL55;10/10/2017 23:51;Libros;37;22;38;1430;26;30;30
PN38;17/10/2017 16:52;Dormitorio;0;3;40;355;34;26;36
PK39;21/10/2017 22:00;Deportes;12;26;22;4972;36;11;10
PI67;15/04/2018 8:14;Juguetes;38;30;31;35;48;24;18
PC77;17/05/2018 19:33;Ropa infantil;8;9;36;4821;43;26;23
PO65;28/09/2017 4:14;Productos ecoamigables;24;5;20;2556;37;2;19
PB58;25/12/2017 12:11;Ropa de adultos;36;9;0;2766;2;16;43
PE57;26/05/2018 4:05;Tecnología;1;32;23;616;50;16;38
PK16;30/09/2017 11:13;Deportes;14;34;4;207;43;13;5
PP39;17/05/2018 23:02;Licor;11;0;29;4319;58;25;15
PL53;9/04/2018 4:39;Libros;13;34;26;977;52;28;18
PH40;22/04/2018 15:12;Bebés ;18;15;39;906;38;17;25
PC36;5/08/2017 21:05;Ropa infantil;0;27;2;1572;25;15;29
PQ25;16/03/2018 7:57;Lácteos;39;23;13;415;42;11;43
PT83;14/10/2017 10:40;Tarjetas regalo;33;12;7;2505;18;21;39
PK37;19/05/2018 14:25;Deportes;32;17;38;6662;14;9;28
PB43;15/07/2017 13:24;Ropa de adultos;11;19;39;146;43;5;31
PR10;12/03/2018 11:19;Frutas y verduras;10;11;38;2459;49;32;19
PQ28;1/05/2018 15:58;Lácteos;9;10;33;1356;25;31;28
PQ32;22/02/2018 6:34;Lácteos;35;11;14;1948;7;6;13
PN75;2/12/2017 8:50;Dormitorio;25;17;16;75;6;39;27
PP64;14/05/2018 7:22;Licor;24;17;10;303;14;16;39
PB63;20/06/2018 22:29;Ropa de adultos;27;16;1;5479;26;35;14
PR12;7/01/2018 11:50;Frutas y verduras;23;16;35;884;45;26;18
PS68;19/05/2018 17:14;Carnicería;40;18;27;558;39;6;27
PB90;23/11/2017 21:35;Ropa de adultos;12;31;40;323;46;10;31
PL31;29/03/2018 6:04;Libros;11;37;24;5683;46;11;14
PO90;11/10/2017 11:43;Productos ecoamigables;16;8;36;2189;29;5;17
PE12;20/02/2018 21:31;Tecnología;25;36;39;1224;26;4;14
PL58;26/10/2017 0:47;Libros;7;6;11;197;44;3;39
PR28;27/05/2018 3:33;Frutas y verduras;6;4;36;1528;44;36;13
PQ78;15/03/2018 2:01;Lácteos;32;12;14;2046;56;19;40
PM22;3/02/2018 6:41;Ferretería;33;23;33;2013;43;16;26
PA97;17/11/2017 18:45;Electrodomésticos;3;40;36;1812;6;20;43
PL46;14/02/2018 19:11;Libros;15;35;39;1372;28;19;14
PE67;18/01/2018 8:28;Tecnología;26;15;12;2392;3;4;31
PI72;21/07/2017 0:53;Juguetes;1;31;35;2655;10;5;36
PI52;14/11/2017 0:38;Juguetes;14;15;34;830;29;32;9
PE80;14/03/2018 9:41;Tecnología;5;6;12;4466;38;7;2
PE61;17/03/2018 11:40;Tecnología;36;39;9;354;26;43;33
PR71;16/01/2018 23:47;Frutas y verduras;8;34;37;541;53;35;28
PD88;29/09/2017 11:52;Celulares;25;5;34;726;44;11;27
PQ68;8/04/2018 18:10;Lácteos;8;23;5;685;56;27;29
PQ94;25/06/2018 17:38;Lácteos;25;9;40;585;19;44;12
PP35;27/02/2018 23:57;Licor;3;14;10;9109;52;10;7
PR55;29/03/2018 0:45;Frutas y verduras;30;19;36;1576;4;7;22
PI90;18/05/2018 1:20;Juguetes;13;39;34;862;23;6;17
PB62;6/06/2018 6:18;Ropa de adultos;20;1;8;611;32;5;36
PE46;29/07/2017 22:04;Tecnología;8;24;31;1357;22;20;30
PK67;26/05/2018 23:15;Deportes;26;33;17;736;13;13;7
PC95;23/12/2017 1:54;Ropa infantil;30;28;27;2286;54;25;22
PQ81;13/03/2018 14:21;Lácteos;32;8;12;1488;19;5;6
PF45;7/08/2017 5:41;Muebles;14;0;35;227;25;21;12
PA79;4/08/2017 19:58;Electrodomésticos;12;19;9;3838;9;1;10
PN67;3/06/2018 19:08;Dormitorio;22;15;22;2441;16;14;22
PN21;4/01/2018 22:41;Dormitorio;14;25;5;2552;17;27;17
PQ45;17/07/2017 2:41;Lácteos;28;24;27;508;22;22;7
PL11;15/06/2018 0:51;Libros;6;29;12;577;12;31;31
PC43;5/11/2017 4:20;Ropa infantil;0;12;20;5977;23;15;19
PT68;18/03/2018 11:06;Tarjetas regalo;19;23;18;7062;23;31;28
PT51;10/10/2017 4:37;Tarjetas regalo;20;5;5;399;38;10;13
PL63;23/06/2018 14:46;Libros;28;36;22;526;48;36;14
PQ59;25/09/2017 15:51;Lácteos;30;1;20;127;61;3;9
PQ21;11/12/2017 22:48;Lácteos;34;30;28;6509;61;21;29
PK49;15/04/2018 10:59;Deportes;13;19;15;575;34;2;15
PH31;5/01/2018 1:48;Bebés ;1;17;3;4780;44;36;24
PN73;21/07/2017 13:46;Dormitorio;21;27;13;407;55;12;45
PH26;18/01/2018 14:31;Bebés ;6;29;29;2182;18;34;27
PK56;7/03/2018 12:46;Deportes;26;36;9;1206;47;11;31
PS50;14/02/2018 8:45;Carnicería;0;29;22;1323;33;43;30
PF22;4/02/2018 18:03;Muebles;16;40;32;2322;5;3;25
PI34;7/12/2017 0:31;Juguetes;16;16;16;5396;41;26;0
PB55;3/02/2018 15:08;Ropa de adultos;35;40;3;1067;11;24;20
PE53;21/07/2017 10:46;Tecnología;37;9;9;802;54;31;21
PI63;9/02/2018 3:10;Juguetes;25;1;21;107;28;22;33
PK56;24/12/2017 22:44;Deportes;21;33;12;2261;38;33;22
PI53;28/09/2017 3:49;Juguetes;28;23;23;128;48;7;22
PC37;27/10/2017 20:09;Ropa infantil;13;11;9;3456;38;42;13
PM65;27/10/2017 2:46;Ferretería;17;21;5;3901;9;24;21
PC67;4/02/2018 10:08;Ropa infantil;9;36;38;13724;48;17;8
PR30;10/05/2018 21:22;Frutas y verduras;37;6;37;847;40;12;12
PI15;18/06/2018 6:27;Juguetes;15;40;23;660;40;21;24
PC93;8/10/2017 3:10;Ropa infantil;19;26;12;3249;62;10;7
PN55;3/09/2017 5:01;Dormitorio;30;23;11;9453;7;21;26
PH66;26/10/2017 11:15;Bebés ;15;11;1;2461;36;28;23
PH90;6/11/2017 8:34;Bebés ;17;9;6;752;42;15;28
PJ83;1/03/2018 11:12;Mascotas;31;23;14;1227;37;0;38
PM71;18/02/2018 10:55;Ferretería;26;25;20;503;55;7;11
PL47;25/07/2017 7:32;Libros;6;6;12;6251;16;13;19
PP66;8/11/2017 16:17;Licor;14;4;22;259;10;16;19
PC50;17/12/2017 6:50;Ropa infantil;21;5;2;2646;27;11;32
PJ67;24/07/2017 23:17;Mascotas;5;8;37;891;6;3;40
PQ93;20/03/2018 22:16;Lácteos;3;5;23;600;3;11;8
PL27;6/04/2018 6:53;Libros;6;26;3;756;45;3;41
PI52;30/04/2018 20:37;Juguetes;25;4;36;1267;21;5;10
PG49;4/10/2017 20:13;Salud;13;18;19;479;45;1;12
PF56;22/04/2018 23:55;Muebles;35;17;2;8274;21;5;14
PL82;22/08/2017 10:45;Libros;2;15;8;2062;41;46;28
PA56;17/07/2017 21:52;Electrodomésticos;31;38;23;820;12;12;38
PL29;6/02/2018 13:00;Libros;19;28;4;8525;16;32;17
PB92;1/02/2018 7:23;Ropa de adultos;22;13;38;823;32;13;7
PM76;16/10/2017 8:47;Ferretería;23;22;12;6023;40;12;20
PJ53;28/03/2018 0:52;Mascotas;11;30;40;1090;29;34;19
PK14;19/02/2018 20:20;Deportes;4;32;16;708;33;35;15
PL85;11/08/2017 13:21;Libros;30;10;6;4836;62;7;23
PN90;5/02/2018 2:37;Dormitorio;13;17;32;173;30;15;38
PL58;8/08/2017 18:47;Libros;20;25;14;2416;48;24;14
PL92;3/02/2018 19:40;Libros;29;15;35;2040;48;32;5
PB87;23/02/2018 21:33;Ropa de adultos;40;34;33;40;19;1;7
PL84;6/04/2018 20:10;Libros;2;17;39;236;18;24;31
PP70;15/03/2018 7:14;Licor;15;8;3;1403;49;11;7
PN32;29/07/2017 0:23;Dormitorio;34;12;14;537;25;21;36
PE16;5/02/2018 0:22;Tecnología;39;10;0;3362;32;41;17
PT18;22/10/2017 5:42;Tarjetas regalo;5;10;28;164;35;9;21
PN44;26/12/2017 23:09;Dormitorio;40;8;0;552;34;35;13
PF81;6/06/2018 5:08;Muebles;17;21;18;1504;29;18;17
PT23;12/05/2018 3:55;Tarjetas regalo;25;14;30;466;57;4;21
PT53;6/08/2017 6:24;Tarjetas regalo;11;1;20;48;68;7;23
PH47;27/12/2017 22:13;Bebés ;16;26;27;3137;20;25;55
PP29;1/03/2018 12:40;Licor;20;10;15;122;15;23;30
PJ56;12/09/2017 5:36;Mascotas;21;14;7;53;37;19;14
PM33;11/12/2017 7:46;Ferretería;16;3;26;2609;27;28;24
PE22;3/04/2018 5:16;Tecnología;23;22;16;5618;3;7;26
PM19;23/03/2018 5:00;Ferretería;13;18;34;674;29;33;38
PL98;30/01/2018 17:08;Libros;22;17;37;933;36;4;19
PD98;28/01/2018 12:21;Celulares;27;13;12;2101;30;10;11
PJ55;24/09/2017 4:08;Mascotas;30;10;21;549;12;10;30
PS30;6/09/2017 0:34;Carnicería;38;18;23;2932;25;24;8
PP13;31/10/2017 4:11;Licor;32;24;10;2558;47;5;16
PI44;3/01/2018 13:28;Juguetes;21;31;0;1799;21;45;19
PJ42;8/12/2017 23:14;Mascotas;8;23;1;618;13;23;18
PP98;10/09/2017 5:55;Licor;7;26;30;5359;14;4;42
PK27;7/01/2018 19:17;Deportes;3;6;15;3382;15;39;37
PF79;29/09/2017 2:24;Muebles;19;11;12;214;42;23;2
PR39;11/09/2017 23:56;Frutas y verduras;0;9;17;234;14;18;19
PE81;21/11/2017 13:46;Tecnología;32;2;28;955;52;3;17
PT93;28/05/2018 1:01;Tarjetas regalo;36;19;25;3729;12;18;30
PF12;5/09/2017 1:13;Muebles;25;17;6;1122;26;17;31
PF95;1/02/2018 12:47;Muebles;23;14;39;10329;64;25;22
PL85;28/04/2018 18:08;Libros;26;31;30;548;28;2;18
PA96;20/02/2018 12:58;Electrodomésticos;4;22;33;737;36;8;19
PD66;25/02/2018 21:16;Celulares;26;1;33;295;11;4;18
PP74;21/12/2017 4:38;Licor;23;14;18;4891;3;2;10
PI29;15/03/2018 7:28;Juguetes;19;25;40;1074;23;24;11
PF40;31/03/2018 13:56;Muebles;19;11;3;307;32;23;28
PH26;2/12/2017 5:52;Bebés ;27;2;25;235;41;23;13
PE28;19/11/2017 19:29;Tecnología;28;34;25;587;3;31;24
PT67;23/03/2018 21:53;Tarjetas regalo;9;40;19;4849;34;3;48
PB98;2/08/2017 22:11;Ropa de adultos;4;23;38;2886;36;25;21
PM54;23/08/2017 19:19;Ferretería;0;24;5;2524;23;14;18
PL24;6/06/2018 21:50;Libros;3;18;33;2539;2;34;30
PK31;29/03/2018 21:41;Deportes;23;25;8;347;31;1;15
PO67;3/05/2018 16:45;Productos ecoamigables;11;5;7;686;27;8;38
PN41;13/08/2017 6:44;Dormitorio;15;22;2;156;30;9;4
PS80;20/06/2018 10:09;Carnicería;28;9;35;3255;16;9;26
PR29;30/12/2017 18:33;Frutas y verduras;14;22;30;538;63;18;30
PI72;17/07/2017 22:50;Juguetes;36;24;22;1114;5;13;18
PB29;20/12/2017 7:43;Ropa de adultos;19;28;4;2324;35;5;17
PC86;29/08/2017 21:00;Ropa infantil;8;27;11;2159;34;19;16
PT65;9/11/2017 23:03;Tarjetas regalo;39;12;21;1637;21;19;39
PH55;5/05/2018 15:06;Bebés ;25;35;12;3386;39;24;20
PN27;16/02/2018 17:53;Dormitorio;29;9;16;1909;24;15;34
PR19;12/09/2017 0:40;Frutas y verduras;27;9;16;2066;36;20;19
PQ27;5/05/2018 2:56;Lácteos;31;9;7;401;31;39;24
PH42;23/03/2018 14:41;Bebés ;0;25;1;2814;27;17;34
PK18;11/11/2017 1:38;Deportes;28;26;3;2786;37;24;35
PN84;15/12/2017 8:48;Dormitorio;27;12;15;896;15;21;30
PI65;13/06/2018 23:23;Juguetes;18;4;39;1504;28;31;27
PE12;1/04/2018 6:45;Tecnología;11;2;21;3413;34;18;33
PM72;23/07/2017 12:16;Ferretería;36;32;20;3388;40;24;14
PD23;15/02/2018 11:23;Celulares;19;19;39;1004;19;14;27
PI64;27/03/2018 18:35;Juguetes;8;36;19;4027;28;38;32
